loss,test loss
0.016555112622217885,0.002645059
0.0031969255447291405,0.0021670745
0.002584991273613156,0.0020227937
0.0024156732915754705,0.001989671
0.002336675089239316,0.001952889
0.002293728499805708,0.0019391245
0.0022679255753966206,0.0019225102
0.0022516367358557266,0.0019329871
0.0022437988796612917,0.0019216306
0.002238297264576139,0.0019236552
0.0022340499986300126,0.0019206335
0.0022312807528940006,0.0019196176
0.002230522021582058,0.0019235406
0.0022303594732566803,0.0019240006
0.0022298618214526885,0.0019228059
