loss,test loss
0.011184313445319904,0.0022035495
0.002575764872289717,0.0019681372
0.00217981923066465,0.0019188544
0.0020116275133968795,0.0019238029
0.0019030694485059367,0.0018446373
0.0018360129747943485,0.0018311667
0.0017939425283455717,0.0018507345
0.001767566022486082,0.0018230289
0.001752055572859686,0.0018277525
0.001743512027529917,0.0018080609
0.0017376281681190718,0.0018112003
0.001736255388092158,0.0018109357
0.0017349362313710704,0.0018124175
0.0017339381345735836,0.0018162084
0.001734268898488449,0.0018135306
