loss,test loss
0.012833325568531534,0.002937358
0.0033365208300041595,0.0028043736
0.0028530348440990072,0.0024905975
0.002661800117511761,0.0024124146
0.0025570929779331637,0.0023207618
0.0024986244061975535,0.0022660568
0.002462102601469811,0.0022576589
0.002441039401521732,0.0022454986
0.0024273675138685906,0.0022280007
0.0024190086623644596,0.0022255105
0.002414429313136182,0.0022261676
0.002410541951491181,0.0022237902
0.0024093260889382013,0.0022262724
0.002408376422635018,0.0022214742
0.0024082238867355905,0.002223331
