loss,test loss
0.0182552946470805,0.006337918
0.0060799699999811605,0.0054544215
0.005311574767830022,0.0054228455
0.005031510280070146,0.005358917
0.004870444898566695,0.0052148853
0.004772773381233622,0.0052147694
0.004721342864503556,0.005178241
0.004687670065223561,0.0051762583
0.004667264958462159,0.0051831394
0.004658237655898206,0.005169893
0.004650297662109747,0.0051792236
0.004648419005681885,0.0051798644
0.004645648429491287,0.005176136
0.004645079515759957,0.005176365
0.0046423636388777416,0.00517825
